track_id,track_name,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo
2rOnSn2piaqLAlYjtfUBlY,"Raataan Lambiyan (From ""Shershaah"")",0.72,0.63,-5.549,0.0413,0.615,0.0,0.108,0.512,81.009
44ZiDRfCJKMgjFXAb1LEBv,The Odyssey,0.468,0.991,-3.441,0.155,0.00201,0.000743,0.235,0.391,174.818
7x2It3MYN1QdytzgoLYGr5,季節雨,0.626,0.522,-11.857,0.0279,0.342,0.0,0.234,0.802,139.827
1Y8XeNdmHT1izTT87DblYr,Inshallah,0.773,0.554,-9.796,0.0424,0.00134,0.0,0.042,0.57,126.002
7zDzoMGQURPsfDsGOLookv,Steppin' Out,0.592,0.481,-7.18,0.0328,0.0432,0.00221,0.067,0.58,159.605
6Vs6tzDPOYtBMehGXBG3G2,Toppen,0.836,0.52,-9.404,0.0723,0.0505,3.09e-05,0.119,0.264,102.978
6JE5WAHYG6bV8iXl742wts,Tealy,0.758,0.515,-12.119,0.106,0.781,0.234,0.108,0.163,110.006
1aJIyOZ67KgyysvKYpCq1j,True Love,0.749,0.602,-5.097,0.0798,0.0313,0.000543,0.0337,0.965,120.022
3G1o1dkJIyY38yfiVDkwNP,Ego Death,0.818,0.598,-5.948,0.113,0.0573,1.32e-06,0.634,0.331,111.052
2ln8TMs7T1zEctVoifIXjj,Vinheta,0.519,0.685,-7.171,0.0955,0.373,0.0,0.0629,0.745,115.929
1V3FaAOYea3Hxw5SYvi8tl,Contramão,0.698,0.715,-5.058,0.0382,0.208,0.0,0.109,0.403,96.036
77qtBzNUz3sdn2MjXDSxoU,Vuélveme a Querer,0.613,0.855,-3.187,0.0446,0.434,0.0,0.326,0.906,91.37
6A2tclDi7xkgRO4y59f65O,Castle,0.566,0.759,-4.718,0.0993,0.0112,1.29e-05,0.106,0.38,159.965
6zK9XQwft2HxIDiWcx91ae,Bog's Basil & Curry Powder Potatos Recipe,0.582,0.821,-8.962,0.0683,0.0485,0.901,0.48,0.433,164.983
7vvQrcQCfq7SB8mxO9CRHq,Frosty The Snowman,0.579,0.502,-7.57,0.0513,0.733,0.0,0.281,0.836,76.783
2CjmX9aRcnD1UKAkWPz0jf,Where Are You Tonite,0.69,0.494,-14.759,0.041,0.198,2.26e-05,0.0616,0.86,89.901
7J0E3iSjAxIdQtArstSfIJ,Nee Parichaya,0.679,0.608,-10.187,0.0368,0.639,7.55e-06,0.0873,0.361,116.043
7CI0VS6ETno5mgHi4PoCrY,Don't Follow,0.314,0.37,-9.921,0.0286,0.781,0.139,0.122,0.28,116.066
3Y3nlkoozI2XsL1dzyWdHB,Oo Saahiba,0.673,0.333,-9.737,0.0342,0.798,1.61e-05,0.106,0.365,129.957
5ZqLPIzcKXKni6t7HHO7mO,Fuck the Radio,0.601,0.868,-4.686,0.0735,0.000523,1.17e-05,0.0899,0.875,96.951
4O5c8T9I55IZr1hEUQrEGi,Lost In Space,0.561,0.903,-4.868,0.0463,0.00917,0.0613,0.188,0.084,138.081
02CMDD2zt4LyEdOaSwVNhy,Summer Of '69,0.5,0.908,-4.303,0.0418,0.0166,0.0,0.128,0.744,138.834
0KoJjADAgVSFLmddvQCGpL,I Don't Wanna Spend Another Christmas Without You,0.676,0.699,-5.984,0.0375,0.139,0.0,0.147,0.79,134.966
0FJPOX240AUlc9y37Dyf5z,The Lion Sleeps Tonight,0.612,0.876,-4.799,0.0745,0.308,1.74e-06,0.325,0.694,133.003
5D8Z75wGgbvGJiYaNSSWvw,Virginia (Wind in the Night),0.265,0.79,-3.702,0.0366,0.00699,0.0,0.0523,0.248,136.075
0JVS78fBQr0yF3NLPWCZdG,Ruas da Sul,0.791,0.559,-5.823,0.19,0.483,0.0,0.176,0.633,106.782
5GcmJoEmrus69907XfjoTu,Road To Nowhere,0.295,0.563,-8.686,0.0358,0.0305,0.0,0.0968,0.521,87.067
1zyUz3eZ3sytdaR9lfW17q,Écoute Chérie,0.607,0.647,-7.17,0.0452,0.138,0.00102,0.255,0.689,92.915
5rOzcHIZaF038jMeHkUZR0,Reverie,0.251,0.554,-9.641,0.0334,0.0528,0.127,0.188,0.0764,126.224
00QBHaaP4KUcjlmxWriMbC,Más De Lo Que Aposté,0.621,0.918,-3.01,0.0552,0.0754,0.0,0.13,0.834,151.988
6NkpHVmPu6mNSSE0fK8aKL,Illusion,0.575,0.856,-4.804,0.121,0.00591,0.731,0.169,0.0736,108.969
6aUN5gXfkXKl4GBiVTLLZI,Der Eiermann,0.722,0.836,-5.85,0.0333,0.412,0.0,0.0278,0.762,103.157
223dRxIidnjKOvmTG3T57n,Numb Little Bug,0.742,0.527,-6.892,0.0769,0.327,0.0,0.25,0.638,84.974
0RzEfVy07ukh7GxnwVjPmr,Hot in It,0.748,0.841,-5.08,0.177,0.00445,1.33e-06,0.0413,0.717,123.045
0G1BEi8ByngMCJqcPnDACw,Eddie,0.515,0.809,-5.817,0.0512,0.00455,0.0723,0.0905,0.525,142.011
0PkWP3XfbPI9WRMYbYAnKD,スローモ,0.499,0.937,-4.402,0.04,0.0181,0.00118,0.0583,0.471,139.986
7zKweXON2KcgXizqUcu7lf,The Philosopher,0.329,0.923,-6.02,0.0794,6.41e-06,0.021,0.0644,0.498,132.677
5tD1hLCu8eQek2KSq1yI8a,Watching TV,0.581,0.571,-6.924,0.0738,0.587,0.0,0.139,0.456,117.965
05L8hOMEmDnDMIbung9YQa,The Gift of Silence,0.409,0.981,-4.901,0.138,1.09e-05,0.00291,0.0568,0.198,140.035
4nzbkdiJ0GzxNUhVFz43j4,Casal Do Ano (Plutão) - Ao Vivo,0.704,0.865,-5.494,0.0678,0.489,0.0,0.863,0.817,146.067
7ozoh92RhH9OIxLRLNuCZF,Tattoo,0.64,0.637,-5.228,0.0322,0.129,0.0,0.109,0.793,114.994
0h2KyPkIISeMMkA2X0eXU5,Quintessence,0.156,0.737,-5.273,0.0512,0.00393,0.000185,0.122,0.275,134.091
6HwJqelkpBmZrgheR9TMZz,Almas De Venta,0.239,0.98,-8.176,0.164,0.000363,0.00103,0.319,0.139,95.544
5bNkTWNPZT0YrBjUiI6BHj,Ele Vem - Ao Vivo,0.26,0.594,-6.845,0.0345,0.147,0.0,0.261,0.2,150.846
7IcIQ8ocTbLpVDDqQAVf3H,Chaahton Ki Duniya,0.332,0.926,-6.956,0.0949,0.239,0.0,0.188,0.713,78.985
36vTiRM8xshvdtIK9jGlsY,Kathal Fobia,0.925,0.548,-8.255,0.0868,0.592,0.0,0.15,0.519,102.986
6mcn8yWhqQ1nkfVAHVXFrz,You Really Got Me,0.569,0.959,-3.703,0.0996,0.0911,0.00026,0.0809,0.96,137.394
1Ic9pKxGSJGM0LKeqf6lGe,All Apologies,0.446,0.632,-12.197,0.034,0.0793,0.000266,0.0881,0.359,113.176
1qFmSPALGSoqjbwM3br4Rl,Hummell Gets The Rockets - Alan Walker Remix,0.523,0.698,-8.377,0.0777,0.0523,0.795,0.0794,0.0348,120.015
1ubk4FS88dx180KNXHYqWw,Vibrancy - Original Mix,0.515,0.925,-9.209,0.0825,0.000178,0.844,0.109,0.134,128.002
4rQSLX4qMiUWL81hEQOuPY,"Forever and Ever, Amen",0.701,0.68,-8.492,0.0264,0.303,1.51e-05,0.159,0.704,90.607
25NoxgRO60OnlrtJNm3OZ2,Parte de Seu Mundo,0.337,0.149,-14.073,0.0395,0.945,0.0,0.125,0.39,70.592
1QF2cLdi0hsrXlzaNOmHoS,Nasty Sexo,0.724,0.813,-5.53,0.0364,0.122,0.2,0.087,0.689,114.933
4WnQ5mLFwGWb8zk6hvloEN,The Phonics Alphabet Song,0.88,0.609,-10.487,0.0418,0.147,0.0,0.127,0.795,120.019
2W779g2UrRZtVdf3FcEOO1,In My Mind,0.668,0.392,-12.178,0.0585,0.789,0.00275,0.345,0.323,135.936
7LNdvaauHad6Qiqexxgqdt,Solar Flare,0.515,0.621,-8.369,0.0359,0.0168,0.341,0.127,0.0948,87.491
3XjAgiBvWBKu1tHSLTgffX,Keep Your Head Up Princess,0.689,0.143,-17.374,0.264,0.97,0.0,0.109,0.528,85.398
4YgEwanzISFU4xa27saTux,Reason,0.363,0.819,-3.128,0.0634,0.0591,0.0,0.0988,0.468,122.527
5ITulM2hyTM1lRVRrw4iLa,Yearning = Alchemical Fire,0.454,0.969,-7.841,0.044,0.0973,0.924,0.0999,0.19,136.985
3whEd94HYT5iHKu2hYmk9K,Ne Olur Anla,0.642,0.516,-7.957,0.0237,0.541,2.65e-06,0.0924,0.372,82.009
1UnlBvfKYZ22zCx0gbSsgX,Sincerely,0.417,0.846,-3.377,0.0594,0.0311,0.0,0.233,0.466,143.994
4aPtouX0iuYfYs2hnuISTd,Intro (Save Me),0.525,0.714,-5.727,0.0521,0.178,0.0815,0.528,0.456,150.111
7rYSoPWMuQKfMqcems4GGj,Intentional Grounding,0.668,0.394,-12.825,0.0778,0.124,4.06e-06,0.0805,0.0998,133.855
3qNERYCjkBFyhYUNh4Hl9K,Carcará,0.653,0.679,-7.354,0.0714,0.673,0.000441,0.608,0.877,130.964
0iW6j69kd9YJSM66Lywz86,Affront Final,0.325,1.0,-5.453,0.0621,0.00065,0.0114,0.227,0.0441,171.806
30JEWgciN2BrDSe1uPR7bv,Country Outta My Girl,0.448,0.932,-4.424,0.0976,0.0174,0.0,0.347,0.709,187.813
4eWJNtBuAF8RP3hmeNr6GG,A System Of Mirrors,0.685,0.697,-12.305,0.0373,8.41e-06,0.896,0.069,0.148,129.999
2xdQyyhUESOeww5ZsY434R,Eine Woche wach,0.711,0.997,-3.078,0.075,0.0623,0.0,0.33,0.76,134.001
4Gswlf1lBeiLZ2xLjDUnf8,Little Bright Star - Stereo,0.711,0.774,-6.769,0.0564,0.549,0.0,0.103,0.553,115.007
2Ryp5LkAWyJwRqoFd8N7Kk,move,0.661,0.633,-8.819,0.052,0.0227,9.86e-05,0.104,0.782,104.934
6rgSSesTJGyjQuvx06l3jU,So Mi Like It,0.722,0.628,-5.133,0.565,0.0837,0.0,0.11,0.797,120.554
74cd4aurG2HI8XkVcFn3FI,順流逆流,0.509,0.411,-9.432,0.0321,0.564,0.0105,0.264,0.362,172.119
7E5eZ1ZGeqtIPIXIU5NceV,Marco and Gina,0.733,0.262,-16.316,0.0627,0.548,0.854,0.102,0.393,75.082
3w2XFt5i2uIgcomQCjkMNG,"Wenn nicht jetzt, wann dann?",0.681,0.923,-4.365,0.0381,0.0729,0.0,0.0701,0.786,105.002
5LijavVwy8OdMC3NmnRm6y,5 Minutes - 1996 Remaster,0.405,0.937,-7.694,0.0722,4.43e-05,0.0751,0.14,0.523,147.207
20tnxv4NAzTCayQQln3EZP,Dhakka,0.731,0.727,-6.001,0.327,0.0907,2.67e-05,0.852,0.79,176.042
3npxGyRpSmxS7mlN5ndjNS,Something We All Adore - Original Mix,0.812,0.579,-8.414,0.0524,0.000743,0.873,0.0972,0.521,119.992
5gQVrN1QvJ6YoVDnsTfb6g,Arms,0.41,0.141,-18.564,0.0337,0.932,0.0898,0.118,0.24,149.888
4b9Wb0qiHD5wHuwACSSEcp,On the Other Side,0.506,0.395,-11.887,0.043,0.598,0.0,0.109,0.207,79.152
47L7EinVbbEBraJE0MMnW9,Dancer,0.895,0.318,-7.992,0.0892,0.00298,0.913,0.063,0.0785,122.0
75u8RkM5CGoMn5E3vJOdPt,In A Sentimental Mood,0.445,0.278,-11.882,0.0313,0.914,0.00577,0.101,0.262,99.058
77u3cpprulNjIUYkjYwlhU,Starry Eyed,0.51,0.816,-5.331,0.0352,0.13,8.66e-06,0.224,0.588,149.929
6Dtl4TnL9buWnPr3om1tPV,About You,0.55,0.956,-5.166,0.0869,0.427,0.163,0.0707,0.266,150.031
3cbkMdsKSzzEurCreCRv97,Ulterior Motive,0.619,0.743,-8.492,0.29,0.0251,2.82e-06,0.116,0.669,161.507
2w7LbnZdWCG9Ux7gzVbQFC,Aşk Mümkün Müdür Hala?,0.629,0.732,-4.179,0.0497,0.605,5.72e-05,0.193,0.449,100.025
2pYvd6cHcAIMAM6xMD6nok,Break Apart,0.648,0.458,-15.169,0.0311,0.864,0.0944,0.366,0.0848,119.96
0snHlyyyUp2hKYEz7ffmkx,Never Be Anyone Else But You - Remastered,0.577,0.45,-10.327,0.0352,0.127,7.28e-05,0.138,0.711,141.703
3fMDHUTsNUafxdHduP61Lj,Starlet - Phil Tangent Remix,0.628,0.83,-5.79,0.0419,0.00643,0.925,0.0737,0.122,87.487
4H2GYxGRMKTsbDRzcjbjCp,One Way Track,0.244,0.939,-3.156,0.126,0.000255,0.699,0.343,0.394,177.634
12ZQDjdwqcnLjYPehMwZ9J,Mer O Mer O Mer,0.428,0.873,-5.444,0.0361,0.027,0.0,0.0956,0.871,146.85
6fcC2m2lyPIi8LKxrh6Eao,strawberry fields,0.635,0.494,-9.74,0.054,0.598,0.8,0.124,0.0918,129.395
5so1wKv1JCcpllBGxrOjjL,Dangerous - David Guetta Banging Remix,0.698,0.931,-4.32,0.0595,0.0237,0.852,0.0767,0.0825,128.004
6Lczg2BmZlW4DlnKpFM5B0,披星戴月,0.549,0.4,-8.61,0.031,0.86,0.0,0.0887,0.238,128.002
2liYVax3XLeHf0pOmYe08R,Cool Yule,0.568,0.505,-8.041,0.128,0.676,1.67e-05,0.516,0.692,149.439
5L8R2cyft2HfQ1IlfVAbcz,Salta,0.653,0.604,-10.177,0.0327,0.0448,0.908,0.255,0.0768,119.98
5TKbTK3D2GxFy0PxZv8igD,God Only Knows - Mono / 1997 Remastered,0.524,0.487,-7.525,0.0299,0.253,0.0,0.0579,0.482,117.108
2dE38SXWT06ER3n3fUeJ3k,Reversed Reflections,0.279,0.853,-5.483,0.0509,4.9e-06,0.00119,0.286,0.287,149.933
1okI0EddpA2UxVY4hBw4PA,Seven Cities - Nall Remix,0.527,0.823,-8.581,0.0341,0.367,0.954,0.133,0.14,122.011
3bKyHbSwgDCcQAuGFUjiIK,Nadie Igual Que Tu,0.637,0.737,-7.881,0.0352,0.618,1.42e-06,0.0674,0.884,169.642
5xPqG3KrBkIGarQQCDKfxC,風立ちぬ(SEIKO STORY〜80's HITS COLLECTION〜),0.588,0.71,-6.249,0.0291,0.412,0.0,0.379,0.646,131.537
5POo0zRDYRZhU0SMs49Rfo,他夏了夏天,0.525,0.683,-6.509,0.0304,0.136,0.0,0.0904,0.746,124.982
1B4KDy5VAXxR8FayLvWlJu,like you're god (AWAY Remix),0.663,0.446,-8.009,0.348,0.288,0.00524,0.324,0.221,139.6
7zaaRwq2t9Q4Iev542kjpX,Molecular Pathological Epidemiology of Colorectal Neoplasia,0.211,0.988,-4.83,0.219,0.000304,0.0364,0.839,0.0928,140.742
4jJ3rcbPevOdXr6hFIVW45,Windspitting Punk,0.284,0.959,-6.02,0.123,0.00142,0.000146,0.0866,0.665,174.296
467P6VTWV2nEE0lSIYJQtC,Ich sauf den ganzen Tag,0.732,0.934,-2.281,0.226,0.05,0.0,0.103,0.804,140.07
7jzJD8kTMk4GIBvBNR2VYo,In The Morning - Yubik Remix,0.808,0.505,-10.658,0.0387,0.00403,0.776,0.0946,0.194,121.989
370DsdByLaSOeWyruZbiJT,Listen!!! - Radio Edit,0.719,0.794,-6.965,0.302,0.0239,0.0,0.46,0.632,98.046
1KDn3bRyqCX4YimGrqsJ0C,I Feel Good,0.803,0.75,-4.67,0.0551,0.0233,3.87e-05,0.045,0.628,106.0
0vz6zBI9fKo2vTWCUJKz4P,Inercia,0.588,0.652,-7.875,0.031,0.0322,4.41e-05,0.103,0.217,143.974
2d0MD0qqYEdGSvqgLHNiDR,Greatest Strength,0.263,0.459,-8.696,0.0349,0.0875,0.00104,0.105,0.152,86.297
1UprRw114SQfZLpz35XdBl,Con la Luna Llena (In the Misty Moonlight),0.519,0.247,-16.248,0.0355,0.157,0.0,0.414,0.783,116.011
0s9PamCNwYSK5hjmlUZtNZ,Midnight,0.795,0.895,-5.024,0.0495,0.000168,0.87,0.093,0.192,120.01
23sehjUVTKJTzYQDJqJFXr,Dejame Conocerte,0.85,0.731,-5.479,0.0871,0.196,0.0,0.488,0.898,129.978
507bYMYfbm6sUS9iEAaeSd,Broken,0.448,0.61,-2.695,0.0342,0.0102,0.000491,0.135,0.214,123.762
2vnGorXYbAzIBijgWjzErl,The Heart of the Ocean,0.587,0.915,-4.893,0.0322,0.0116,0.602,0.255,0.165,138.026
13YE1VSvQ4t7wWCPlpK1Uw,ヘビーローテーション,0.319,0.927,-2.64,0.0549,8.98e-05,0.0941,0.325,0.233,178.081
4BCbJuo6vNR6zsgaf7hath,Les jardins de minuit,0.179,0.796,-8.652,0.0412,4.79e-06,0.832,0.109,0.178,146.175
7AI9h4MlWyZdXTKVPbdBHd,La Última Vez (feat. Antuan),0.818,0.558,-8.568,0.122,0.00423,1.51e-05,0.313,0.848,161.99
0UOxp1BpnD8uPQMKU4wKjz,I Shot The Sheriff,0.73,0.639,-11.025,0.0524,0.0853,0.00221,0.102,0.658,94.395
0yy3WShigK5eqAmhS4aRwz,X ÚLTIMA VEZ,0.812,0.855,-3.725,0.0554,0.0789,0.000167,0.108,0.573,90.04
3qT4bUD1MaWpGrTwcvguhb,Black Dog - Remaster,0.437,0.864,-7.842,0.0904,0.396,0.0314,0.242,0.749,81.394
5KPjrk4LADrGKL2PSSU1lS,Lonely Call,0.588,0.722,-4.667,0.0289,0.0663,0.0,0.0721,0.243,145.926
3PCUdfQ0MdU8tkzi2uN6wr,真愛在明天,0.543,0.297,-12.371,0.0313,0.444,0.0,0.371,0.266,135.978
4BZXVFYCb76Q0Klojq4piV,AYA,0.634,0.858,-2.226,0.0809,0.101,8.56e-06,0.258,0.637,91.688
7N02vK6QmHRiMVa6oy3HUA,Spirit of Grace,0.377,0.19,-21.428,0.0552,0.989,0.887,0.0965,0.173,116.84
5OQsiBsky2k2kDKy2bX2eT,Learn to Fly,0.465,0.919,-4.025,0.0408,1.83e-05,2.07e-05,0.262,0.537,135.997
1XDOGk0XzrBIZboUMvfRNr,girls,0.645,0.698,-6.063,0.0543,0.557,0.0,0.111,0.259,120.048
1F32ETzCVozARhgkRTjuyA,Gracias,0.531,0.906,-4.791,0.0352,0.0286,4.66e-05,0.101,0.347,125.08
5VCiHDSwirlQ3yGZAcW8sh,Mocca - Remix,0.732,0.758,-1.694,0.189,0.214,0.0,0.388,0.78,98.007
6nwAubYnLGl7F7cDuOoVLp,Quiet Storm,0.79,0.728,-9.221,0.391,0.366,0.0,0.112,0.403,96.978
2o3x3qG1XgKutD5IZPTPgA,AEIOU,0.689,0.856,-3.394,0.0813,0.0493,0.0,0.232,0.706,126.108
07kDtwDS2Tg1P9Vyp9YNRS,Soul Of The Beat,0.493,0.928,-3.883,0.0501,0.000311,0.000351,0.285,0.284,150.044
6M61Wwn20lMTDOWIE28HtL,Little Lights,0.547,0.163,-19.722,0.0294,0.842,0.946,0.166,0.179,129.978
1JiKG47wsKUFSJwzmSkMwN,Cartonero,0.5,0.831,-4.582,0.0383,0.00718,0.0,0.275,0.813,169.874
6n59WaykQ1wvFJNti0N4jd,Saved from the Truth,0.32,0.968,-4.709,0.173,0.00372,0.00508,0.453,0.276,154.324
42nq6tG2mUQQhkBIM0kPuu,The Trumpet Shall Sound (Remastered 2014),0.373,0.289,-11.743,0.0384,0.935,0.594,0.547,0.262,131.174
0tu4zWxyFV1Djbf4hLY3xP,深夜高速,0.474,0.727,-5.892,0.0329,0.123,2.82e-06,0.244,0.83,79.633
0pOTSxN5XLKvkFGkJHo4Ff,Koppången,0.26,0.144,-12.935,0.0397,0.893,0.0,0.296,0.241,168.461
1bFUwEfAmklgCwoPx2Ibi8,Habits,0.663,0.287,-9.469,0.0344,0.854,6.85e-06,0.346,0.438,82.457
1eG6ogBMDCT36ciEocKV8V,Seduce / Destroy,0.625,0.808,-3.321,0.0333,0.000478,0.28,0.163,0.27,105.005
2sWCKLm6qrQ4Hu6Lkrh2Xb,Солнышко,0.264,0.167,-20.194,0.0354,0.943,0.517,0.29,0.108,109.73
7dtz7hmAi1d7B2Dnmx7bWX,Legend of Phaxalot,0.617,0.835,-10.861,0.0371,7.98e-06,0.742,0.103,0.523,125.001
1VGVVpAaeSVxcTNXBn5Okb,Belíssimo Esposo,0.547,0.229,-8.393,0.0284,0.821,0.0,0.119,0.293,84.025
1hoGjrg68nMJcs5C7r7X0X,Feel the Beat,0.776,0.924,-7.158,0.0528,0.0321,0.0666,0.192,0.314,126.013
3ATMIyGvkoR8yTeqFCiHFl,Mistletoe,0.623,0.668,-7.282,0.0531,0.475,0.0,0.0862,0.823,161.948
78ibI5Q8xHs4qYwD0OM2Sw,Flow Natural,0.831,0.789,-5.498,0.0661,0.121,0.0,0.328,0.826,101.037
5mRrmbBRlDJAITwT9IavA2,Hush Little Baby,0.62,0.255,-12.163,0.0281,0.937,0.0,0.0918,0.25,91.988
1Rw0Qt5vESmeQAt5SIgJxC,Urime Manase,0.39,0.802,-3.816,0.0537,0.0632,8.54e-06,0.383,0.237,68.439
1Gwwh7r2kfoRUja11QsJGk,So Far Gone,0.457,0.705,-5.554,0.028,0.00318,0.0,0.314,0.402,166.036
1KPAtV3E11Y3pbnzUOtO0d,Samjhawan - Lofi Flip,0.58,0.418,-10.307,0.0295,0.453,0.00151,0.28,0.168,107.031
2MzlgCHg6QlImyLeT38B5A,"Christmas Is The Time To Say ""I Love You""",0.505,0.687,-11.207,0.0462,0.234,0.0,0.874,0.72,104.315
29OndNHNt4cyEm0CzpKRkG,"Love Me Like You Do - From ""Fifty Shades Of Grey""",0.258,0.659,-5.903,0.0596,0.253,0.0,0.111,0.272,189.558
3q3lxI83Wr6wI2VprOigYr,I Never Wanted Love,0.571,0.811,-5.978,0.0389,0.108,0.524,0.191,0.887,112.259
4q7jvS0znF9gBVk7WblXnm,Drown,0.368,0.754,-5.185,0.0502,0.00928,0.0,0.256,0.281,169.881
6l8mSWXw3Jy7TvM0r8W6LR,Behind the Clouds,0.579,0.109,-16.129,0.0379,0.938,0.0344,0.108,0.276,134.98
1sdyW1xVlI4nE4bmUCOz9r,Bombón De Azúcar,0.69,0.789,-5.274,0.0494,0.449,0.0,0.112,0.872,102.585
3YoXksESEwIkPsH1gZBq4r,NOBODY,0.844,0.788,-7.043,0.136,0.0905,0.000656,0.0839,0.536,110.988
6RLT4oQWaW3WiBmuTFBZnI,The Devil's Bleeding Crown,0.321,0.909,-4.612,0.041,1.62e-05,0.139,0.0442,0.209,109.653
7tbzfR8ZvZzJEzy6v0d6el,Liggi,0.786,0.667,-8.272,0.054,0.0112,0.053,0.074,0.688,102.046
3kEh9TMdS1HZACClTCP7jp,Burning - Snakehips Remix,0.654,0.876,-4.6,0.0673,0.0223,0.00345,0.0844,0.466,123.899
1qG5YcviyX2U4vQti2QDQH,Let It Snow! Let It Snow! Let It Snow!,0.484,0.332,-10.312,0.037,0.787,0.0,0.373,0.683,134.999
1fS2x4kXEsfLMPN6p5Was4,Beautiful Monster,0.722,0.826,-5.464,0.108,0.227,4.06e-06,0.222,0.494,127.929
1eqdiz5chKkoa7BWmDYPBI,Amigos Para Siempre - Live,0.179,0.657,-6.959,0.0692,0.887,0.0,0.975,0.293,79.059
2zI4py4xY6v4vIrAlR6GtP,For An Angel - PVD Angel In Heaven Radio Edit,0.668,0.982,-7.979,0.0331,0.0437,0.849,0.887,0.591,138.223
0OBwxFLu6Yj61s2OagYbgY,Gimme All Your Lovin',0.63,0.788,-6.7,0.0298,0.00322,0.0237,0.0883,0.63,120.059
4JCk2YlVoiIfsYLZbYZSOs,Supermarket Sweep,0.688,0.866,-6.285,0.104,0.0207,0.00334,0.216,0.901,141.958
67D4E7jOf6ibhDnryHhjp6,Always on My Mind,0.534,0.782,-10.611,0.0365,0.0116,0.0552,0.186,0.728,124.867
6XyjwF7CAwuEaW77noJr6I,Sleep Apnea,0.553,0.685,-10.624,0.0266,0.145,0.859,0.138,0.491,79.998
7fjogJNNk2hCWtAKoTRIPr,Digimon,0.872,0.627,-9.392,0.178,0.272,0.0259,0.0956,0.853,129.014
7lvUf1BLEZuuwhbc9xeR12,Last Last,0.795,0.565,-4.457,0.0948,0.131,0.0,0.0802,0.55,87.925
58FsmlVRQxpjFmXF8vSKMT,Vale,0.693,0.67,-8.863,0.0425,0.388,0.772,0.152,0.725,145.01
6kLC6dq44QyIlHGdVM6Lb7,Desarrumar - Ao Vivo,0.694,0.867,-5.603,0.0793,0.531,0.0,0.189,0.642,169.996
0gzu5mm36VJH2Zqu8sQPTf,Genda Phool (feat. Payal Dev),0.955,0.538,-8.394,0.0734,0.132,0.00146,0.0704,0.837,116.977
4M7cwc9BrGlSQzSxwx6x0P,"Rudolph, The Red-Nosed Reindeer",0.468,0.565,-5.615,0.101,0.522,0.0,0.0517,0.581,140.941
2uUg1JAYcIyUcSAOxK0DmI,Auswärtsspiel,0.316,0.967,-2.807,0.0612,0.0339,6.16e-06,0.357,0.571,171.017
6kykAmLzRQI5ozXjujslWo,Wonderful Christmastime,0.634,0.689,-5.406,0.0307,0.0109,0.0,0.114,0.899,140.071
6T15qWkGDGlE9vTkvoT4oZ,Five Little Ducks,0.956,0.34,-10.195,0.0487,0.0614,0.0,0.0596,0.593,116.006
3T0oPETOdddxJ2xTt2qJe4,Aaya Na Tu,0.665,0.539,-7.213,0.0474,0.825,5.85e-06,0.121,0.368,110.101
6No37VaxVh6HHEozjauEbk,(......老頑固博士)(feat. Dr. Jean-Loup Ringot),0.676,0.434,-5.719,0.0391,0.566,0.000123,0.0526,0.567,140.094
445m5XCtJTfGBQF11YfSyW,Letter J Song,0.942,0.663,-4.411,0.149,0.0194,8.23e-05,0.267,0.751,135.031
79mxN61Rhw4zAuvWLehld3,Stir Me Up,0.681,0.809,-5.285,0.35,0.0677,1.44e-05,0.114,0.449,210.095
1JmlZodBeJCzYsUMROca9M,Jesus And Wranglers,0.579,0.754,-5.249,0.0261,0.00805,0.0,0.0803,0.734,124.036
3wWsdGGuCPmB6iwTFkIPnv,Tardigrade's,0.823,0.877,-10.498,0.0621,0.0407,0.905,0.0956,0.129,123.986
4R8BdwRidxAWaYyFNU00P1,War Of Hearts,0.479,0.781,-6.344,0.124,0.221,0.55,0.0964,0.258,147.961
6H1hnJRQOGQ9djPL3jNu9G,Imaye Imaye,0.504,0.364,-9.277,0.03,0.893,7.88e-05,0.0904,0.365,149.819
50cqdAwLjPgMPoVly0hzlz,Fala pro Papai,0.768,0.893,-3.979,0.0426,0.358,0.0,0.254,0.927,133.058
5uHy68Q7ZWe8Qq9k7EAprS,Sheesha,0.708,0.672,-7.493,0.0582,0.322,0.0,0.135,0.399,93.886
6LOBCrIpUtcw54KXHWCY70,Blood Red Moon,0.579,0.642,-8.01,0.0302,0.58,0.000191,0.155,0.428,126.341
6xB180dd0R1L54apgTLLGD,Cuando Duerma la Ciudad,0.444,0.465,-13.632,0.026,0.000152,0.0349,0.0633,0.28,80.802
4UC1T8tVQOz9USey3gS2FO,Me Gusta,0.565,0.816,-6.814,0.0396,0.705,0.0002,0.0853,0.933,89.599
0vCbiMfsdCBKups1wFv95u,We All Move Together - Kevin Saunderson x Latroit Extended Remix,0.749,0.723,-5.381,0.0575,4.57e-05,0.758,0.636,0.432,126.006
2LmlWcZYUEmpGXExVMez4c,Baby Girl I Am Alone,0.595,0.62,-6.697,0.0723,0.178,0.0,0.348,0.295,139.814
1GmMrJoxbF13PliZnpeXcy,Follow Me,0.51,0.786,-2.883,0.0471,0.0114,0.0,0.0731,0.409,128.059
1Q5d3X55pI7nBXYAdZ0g8Z,堤岸,0.549,0.478,-6.186,0.0276,0.783,0.0,0.255,0.341,125.917
6CADlj5HsdrPnwR2oaFM1X,Confession,0.304,0.959,-8.706,0.0829,0.232,0.974,0.826,0.0623,101.764
